PLANT_ID,PLANT_NO,DATE_TIME,DC_POWER_TOTAL,AC_POWER_TOTAL,DAILY_YIELD_TOTAL,TOTAL_YIELD_TOTAL,ACTIVE_SOURCE_COUNT,ZERO_AC_COUNT,ZERO_AC_RATIO,WEATHER_SENSOR_KEY,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,HOUR,MINUTE,DAY,DAYOFWEEK,MONTH,DAYOFYEAR,HOUR_SIN,HOUR_COS,IS_DAYLIGHT
4135001,1,2020-05-15 01:30:00,0.0,0.0,0.0,143581676.0,21,21,1.0,HmiyD2TTLFNqkNe,24.638673866666664,22.352925666666668,0.0,1,30,15,4,5,136,0.3826834323650898,0.9238795325112867,0
4136001,2,2020-05-15 01:45:00,0.0,0.0,18976.0,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,26.420410206896552,25.065062310344832,0.0,1,45,15,4,5,136,0.44228869021900125,0.8968727415326884,0
4135001,1,2020-05-15 01:45:00,0.0,0.0,0.0,150761642.0,22,22,1.0,HmiyD2TTLFNqkNe,24.87302233333333,23.1609192,0.0,1,45,15,4,5,136,0.44228869021900125,0.8968727415326884,0
4136001,2,2020-05-15 02:00:00,0.0,0.0,18976.0,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,26.401946133333333,24.691469366666656,0.0,2,0,15,4,5,136,0.49999999999999994,0.8660254037844387,0
4135001,1,2020-05-15 02:00:00,0.0,0.0,0.0,143581676.0,21,21,1.0,HmiyD2TTLFNqkNe,24.936930466666663,23.026113,0.0,2,0,15,4,5,136,0.49999999999999994,0.8660254037844387,0
4135001,1,2020-05-15 02:15:00,0.0,0.0,0.0,143581676.0,21,21,1.0,HmiyD2TTLFNqkNe,25.0122476,23.343229266666665,0.0,2,15,15,4,5,136,0.5555702330196022,0.8314696123025452,0
4136001,2,2020-05-15 02:15:00,0.0,0.0,18976.0,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,26.226078206896556,24.55948079310345,0.0,2,15,15,4,5,136,0.5555702330196022,0.8314696123025452,0
4135001,1,2020-05-15 02:30:00,0.0,0.0,0.0,143581676.0,21,21,1.0,HmiyD2TTLFNqkNe,25.005149333333332,23.639459266666663,0.0,2,30,15,4,5,136,0.6087614290087207,0.7933533402912352,0
4136001,2,2020-05-15 02:30:00,0.0,0.0,18976.0,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,26.2603992,24.482406633333337,0.0,2,30,15,4,5,136,0.6087614290087207,0.7933533402912352,0
4136001,2,2020-05-15 02:45:00,0.0,0.0,18976.0,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,26.2978261,24.4886982,0.0,2,45,15,4,5,136,0.6593458151000688,0.7518398074789774,0
4135001,1,2020-05-15 02:45:00,0.0,0.0,0.0,143581676.0,21,21,1.0,HmiyD2TTLFNqkNe,24.993019533333328,24.0394858,0.0,2,45,15,4,5,136,0.6593458151000688,0.7518398074789774,0
4135001,1,2020-05-15 03:00:00,0.0,0.0,0.0,143581676.0,21,21,1.0,HmiyD2TTLFNqkNe,25.016309428571425,24.384135571428573,0.0,3,0,15,4,5,136,0.7071067811865476,0.7071067811865476,0
4136001,2,2020-05-15 03:00:00,0.0,0.0,18976.0,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,26.328249103448275,24.50628962068966,0.0,3,0,15,4,5,136,0.7071067811865476,0.7071067811865476,0
4135001,1,2020-05-15 03:15:00,0.0,0.0,0.0,143581676.0,21,21,1.0,HmiyD2TTLFNqkNe,24.985215266666664,24.35150773333333,0.0,3,15,15,4,5,136,0.7518398074789774,0.6593458151000688,0
4136001,2,2020-05-15 03:15:00,0.0,0.0,18976.0,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,26.15870973333333,24.595197433333333,0.0,3,15,15,4,5,136,0.7518398074789774,0.6593458151000688,0
4136001,2,2020-05-15 03:30:00,0.0,0.0,18976.0,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,26.078499333333333,24.801314366666663,0.0,3,30,15,4,5,136,0.7933533402912352,0.6087614290087207,0
4135001,1,2020-05-15 03:30:00,0.0,0.0,0.0,143581676.0,21,21,1.0,HmiyD2TTLFNqkNe,24.93773193333333,24.060296533333336,0.0,3,30,15,4,5,136,0.7933533402912352,0.6087614290087207,0
4136001,2,2020-05-15 03:45:00,0.0,0.0,18609.666666666668,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,26.00130396551724,24.60781744827586,0.0,3,45,15,4,5,136,0.8314696123025451,0.5555702330196024,0
4135001,1,2020-05-15 03:45:00,0.0,0.0,0.0,143581676.0,21,21,1.0,HmiyD2TTLFNqkNe,24.87909953333333,23.709794133333336,0.0,3,45,15,4,5,136,0.8314696123025451,0.5555702330196024,0
4136001,2,2020-05-15 04:00:00,0.0,0.0,13481.0,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,25.6972106,24.626179,0.0,4,0,15,4,5,136,0.8660254037844386,0.5000000000000001,0
4135001,1,2020-05-15 04:00:00,0.0,0.0,0.0,143581676.0,21,21,1.0,HmiyD2TTLFNqkNe,24.6789022,22.58994153333333,0.0,4,0,15,4,5,136,0.8660254037844386,0.5000000000000001,0
4136001,2,2020-05-15 04:15:00,0.0,0.0,13481.0,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,25.6277024137931,24.773145068965515,0.0,4,15,15,4,5,136,0.8968727415326884,0.44228869021900125,0
4135001,1,2020-05-15 04:15:00,0.0,0.0,0.0,150761642.0,22,22,1.0,HmiyD2TTLFNqkNe,24.3519308,21.78364253333333,0.0,4,15,15,4,5,136,0.8968727415326884,0.44228869021900125,0
4136001,2,2020-05-15 04:30:00,0.0,0.0,13481.0,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,25.482045785714284,24.796690750000003,0.0,4,30,15,4,5,136,0.9238795325112867,0.38268343236508984,0
4135001,1,2020-05-15 04:30:00,0.0,0.0,0.0,150761642.0,22,22,1.0,HmiyD2TTLFNqkNe,24.0626222,21.85252493333333,0.0,4,30,15,4,5,136,0.9238795325112867,0.38268343236508984,0
4135001,1,2020-05-15 04:45:00,0.0,0.0,0.0,150761642.0,22,22,1.0,HmiyD2TTLFNqkNe,24.013224200000003,22.306315,0.0,4,45,15,4,5,136,0.9469301294951056,0.3214394653031617,0
4136001,2,2020-05-15 04:45:00,0.0,0.0,13481.0,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,25.23093168965517,24.43690427586207,0.0,4,45,15,4,5,136,0.9469301294951056,0.3214394653031617,0
4135001,1,2020-05-15 05:00:00,0.0,0.0,0.0,150761642.0,22,22,1.0,HmiyD2TTLFNqkNe,24.1771058,22.551908466666664,0.0,5,0,15,4,5,136,0.9659258262890683,0.25881904510252074,0
4136001,2,2020-05-15 05:00:00,0.0,0.0,13481.0,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,25.1175986,24.104579633333337,0.0,5,0,15,4,5,136,0.9659258262890683,0.25881904510252074,0
4136001,2,2020-05-15 05:15:00,0.0,0.0,13481.0,14028885659.357143,22,22,1.0,iq8k7ZNt4Mwm3w0,25.0918621,23.897232,0.0,5,15,15,4,5,136,0.9807852804032304,0.19509032201612833,0
4135001,1,2020-05-15 05:15:00,0.0,0.0,0.0,143581676.0,21,21,1.0,HmiyD2TTLFNqkNe,24.304888,22.979492071428577,0.0,5,15,15,4,5,136,0.9807852804032304,0.19509032201612833,0
4136001,2,2020-05-15 05:30:00,0.0,0.0,942.3809523809523,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,24.916967827586213,23.83947131034483,0.0,5,30,15,4,5,136,0.9914448613738104,0.1305261922200517,0
4135001,1,2020-05-15 05:30:00,0.0,0.0,0.0,143581676.0,21,21,1.0,HmiyD2TTLFNqkNe,24.328727266666665,23.452380466666668,0.0,5,30,15,4,5,136,0.9914448613738104,0.1305261922200517,0
4135001,1,2020-05-15 05:45:00,0.0,0.0,0.0,143581676.0,21,21,1.0,HmiyD2TTLFNqkNe,24.28921113333333,23.09669193333333,0.0008627212413333,5,45,15,4,5,136,0.9978589232386035,0.06540312923014327,0
4136001,2,2020-05-15 05:45:00,0.0,0.0,0.0,14189595055.0,22,22,1.0,iq8k7ZNt4Mwm3w0,24.741273799999995,23.7866618,0.002838054505,5,45,15,4,5,136,0.9978589232386035,0.06540312923014327,0
4135001,1,2020-05-15 06:00:00,942.14880953,90.929166668,0.0,143581676.0,21,1,0.047619047619047616,HmiyD2TTLFNqkNe,24.088446066666663,22.2067566,0.0058869571866666,6,0,15,4,5,136,1.0,6.123233995736766e-17,1
4136001,2,2020-05-15 06:00:00,331.99333333333334,320.43333333333334,25.933333333333334,14189595080.933332,22,0,0.0,iq8k7ZNt4Mwm3w0,24.74278656666667,24.07722983333333,0.0129619781466666,6,0,15,4,5,136,1.0,6.123233995736766e-17,1
4135001,1,2020-05-15 06:15:00,6142.1011903,593.33869048,61.261904762,143581737.786,21,0,0.0,HmiyD2TTLFNqkNe,24.01163526666667,22.35345866666667,0.0222816074666666,6,15,15,4,5,136,0.9978589232386035,-0.06540312923014314,1
4136001,2,2020-05-15 06:15:00,587.1795238095239,566.977619047619,141.64285714285714,14189595196.642859,22,0,0.0,iq8k7ZNt4Mwm3w0,24.76391089655172,24.356189448275863,0.0210376687241379,6,15,15,4,5,136,0.9978589232386035,-0.06540312923014314,1
4136001,2,2020-05-15 06:30:00,1284.2057142857143,1243.5561904761905,345.12857142857143,14189595400.12857,22,0,0.0,iq8k7ZNt4Mwm3w0,24.7863229,24.548886100000004,0.042435399,6,30,15,4,5,136,0.9914448613738104,-0.1305261922200516,1
4135001,1,2020-05-15 06:30:00,15271.1547618,1480.19464286,324.529761903,150761965.28,22,0,0.0,HmiyD2TTLFNqkNe,23.976731266666665,22.893282,0.0494097238666666,6,30,15,4,5,136,0.9914448613738104,-0.1305261922200516,1
4135001,1,2020-05-15 06:45:00,28626.589287,2790.4482143,819.5059523699999,150762459.039,22,0,0.0,HmiyD2TTLFNqkNe,24.21899,24.442443933333333,0.0953944536,6,45,15,4,5,136,0.9807852804032304,-0.1950903220161282,1
4136001,2,2020-05-15 06:45:00,3450.8971428571426,3373.6585714285716,873.7619047619048,14189595928.761906,22,0,0.0,iq8k7ZNt4Mwm3w0,25.04824510344827,25.746662,0.1034958783448276,6,45,15,4,5,136,0.9807852804032304,-0.1950903220161282,1
4135001,1,2020-05-15 07:00:00,41345.914287,4052.6621428999997,1717.74999999,150763357.178,22,0,0.0,HmiyD2TTLFNqkNe,24.5373984,27.185652866666665,0.1419404433333333,7,0,15,4,5,136,0.9659258262890683,-0.25881904510252063,1
4136001,2,2020-05-15 07:00:00,6733.253333333333,6614.38,2133.733333333333,14189597188.733334,22,0,0.0,iq8k7ZNt4Mwm3w0,25.6732025,28.67470703333333,0.1994504836666666,7,0,15,4,5,136,0.9659258262890683,-0.25881904510252063,1
4135001,1,2020-05-15 07:15:00,44564.20833,4368.7226191,2751.9761904,150764404.842,22,0,0.0,HmiyD2TTLFNqkNe,24.8159595,28.888477857142853,0.1547126757142856,7,15,15,4,5,136,0.9469301294951057,-0.3214394653031616,1
4136001,2,2020-05-15 07:15:00,8379.64,8234.446666666667,4015.2,14189599070.199999,22,0,0.0,iq8k7ZNt4Mwm3w0,26.076818,30.72550493103449,0.317665025862069,7,15,15,4,5,136,0.9469301294951057,-0.3214394653031616,1
4135001,1,2020-05-15 07:30:00,43619.291666,4275.935119,3850.3750001,150765492.446,22,0,0.0,HmiyD2TTLFNqkNe,24.988789866666668,29.6056438,0.1487991533333333,7,30,15,4,5,136,0.9238795325112868,-0.3826834323650895,1
4136001,2,2020-05-15 07:30:00,10109.33238095238,9919.995238095238,6287.171428571429,14189601342.171429,22,0,0.0,iq8k7ZNt4Mwm3w0,26.424239066666665,32.206803566666665,0.3829133633333333,7,30,15,4,5,136,0.9238795325112868,-0.3826834323650895,1
4136001,2,2020-05-15 07:45:00,12052.23142857143,11813.325714285715,9009.366666666667,14189604064.366669,22,0,0.0,iq8k7ZNt4Mwm3w0,27.12028751724138,34.59156220689654,0.4482866631034482,7,45,15,4,5,136,0.8968727415326884,-0.44228869021900113,1
4135001,1,2020-05-15 07:45:00,44395.892857,4352.0946427,4888.4285715,150766532.856,22,0,0.0,HmiyD2TTLFNqkNe,25.21618033333333,29.547110933333336,0.1447934189333333,7,45,15,4,5,136,0.8968727415326884,-0.44228869021900113,1
4135001,1,2020-05-15 08:00:00,64834.803572,6365.6089285,6160.8214287,150767798.534,22,0,0.0,HmiyD2TTLFNqkNe,25.41951306666667,31.412544733333327,0.2016386213333333,8,0,15,4,5,136,0.8660254037844387,-0.4999999999999998,1
4136001,2,2020-05-15 08:00:00,12379.565238095238,12132.810476190476,11932.72380952381,14189606987.72381,22,0,0.0,iq8k7ZNt4Mwm3w0,27.678970266666667,35.705856366666666,0.4550275753333332,8,0,15,4,5,136,0.8660254037844387,-0.4999999999999998,1
4136001,2,2020-05-15 08:15:00,14071.28,13784.546666666667,15115.866666666667,14095471296.266666,22,0,0.0,iq8k7ZNt4Mwm3w0,27.953492333333333,36.78689773333334,0.509315263,8,15,15,4,5,136,0.8314696123025451,-0.5555702330196023,1
4135001,1,2020-05-15 08:15:00,101937.157142,10002.0646429,8229.2071429,150769870.75,22,0,0.0,HmiyD2TTLFNqkNe,25.95908213333333,35.5287108,0.3457076533333333,8,15,15,4,5,136,0.8314696123025451,-0.5555702330196023,1
4135001,1,2020-05-15 08:30:00,112129.565473,10995.602976099999,10969.9880953,150772612.921,22,0,0.0,HmiyD2TTLFNqkNe,26.430782066666666,40.3180586,0.4053485726666666,8,30,15,4,5,136,0.7933533402912352,-0.6087614290087207,1
4136001,2,2020-05-15 08:30:00,16053.013333333332,15718.433333333332,18834.13333333333,14182503447.733334,22,0,0.0,iq8k7ZNt4Mwm3w0,28.526214655172414,38.617749482758605,0.5709116793103447,8,30,15,4,5,136,0.7933533402912352,-0.6087614290087207,1
4136001,2,2020-05-15 08:45:00,17777.12857142857,17399.511428571426,23057.97619047619,14189618112.97619,22,0,0.0,iq8k7ZNt4Mwm3w0,29.319021466666655,40.738035900000014,0.6253999813333333,8,45,15,4,5,136,0.7518398074789774,-0.6593458151000688,1
4135001,1,2020-05-15 08:45:00,92505.464285,9080.0678571,13269.5178572,150774907.59,22,0,0.0,HmiyD2TTLFNqkNe,26.8318298,39.08195373333332,0.3124267953333332,8,45,15,4,5,136,0.7518398074789774,-0.6593458151000688,1
4135001,1,2020-05-15 09:00:00,165598.892858,16211.35,16593.1785714,150778223.179,22,0,0.0,HmiyD2TTLFNqkNe,27.6209698,45.0092326,0.6231526486666666,9,0,15,4,5,136,0.7071067811865476,-0.7071067811865475,1
4136001,2,2020-05-15 09:00:00,18697.333333333332,18295.993333333332,27479.066666666666,14189622534.066668,22,0,0.0,iq8k7ZNt4Mwm3w0,29.572043620689648,41.47150403448277,0.6542055951724136,9,0,15,4,5,136,0.7071067811865476,-0.7071067811865475,1
4136001,2,2020-05-15 09:15:00,20195.25380952381,19754.621904761905,32279.542857142857,14189627334.542858,22,0,0.0,iq8k7ZNt4Mwm3w0,30.09140723333333,43.4653736,0.7024373413333334,9,15,15,4,5,136,0.659345815100069,-0.7518398074789773,1
4135001,1,2020-05-15 09:15:00,98826.017857,9692.832143,19980.9821428,150781620.096,22,1,0.045454545454545456,HmiyD2TTLFNqkNe,27.988362071428572,46.6177065,0.3448840357142857,9,15,15,4,5,136,0.659345815100069,-0.7518398074789773,1
4135001,1,2020-05-15 09:30:00,76522.24999899999,7511.4000001,21888.8928567,150783541.786,22,1,0.045454545454545456,HmiyD2TTLFNqkNe,27.516727866666667,39.136326,0.2492484,9,30,15,4,5,136,0.6087614290087209,-0.793353340291235,1
4136001,2,2020-05-15 09:30:00,19997.386666666665,19552.76761904762,37236.34285714286,14189632291.342857,22,0,0.0,iq8k7ZNt4Mwm3w0,30.638658379310343,44.1451964137931,0.7566826427586206,9,30,15,4,5,136,0.6087614290087209,-0.793353340291235,1
4136001,2,2020-05-15 09:45:00,19059.164285714287,18627.731904761906,41758.799999999996,14189612533.585714,22,4,0.18181818181818182,iq8k7ZNt4Mwm3w0,31.375120033333328,45.71952399999999,0.799745994,9,45,15,4,5,136,0.5555702330196025,-0.831469612302545,1
4135001,1,2020-05-15 09:45:00,161370.035715,15793.1124999,24533.3809524,150786170.786,22,0,0.0,HmiyD2TTLFNqkNe,27.450107666666668,40.93057693333333,0.5412059773333334,9,45,15,4,5,136,0.5555702330196025,-0.831469612302545,1
4136001,2,2020-05-15 10:00:00,18570.720476190476,18142.809523809523,46538.72857142857,14189641593.72857,22,4,0.18181818181818182,iq8k7ZNt4Mwm3w0,31.89209383333333,46.13117390000001,0.828095938,10,0,15,4,5,136,0.49999999999999994,-0.8660254037844387,1
4135001,1,2020-05-15 10:00:00,183026.214283,17896.7982142,29346.7321444,150790998.963,22,0,0.0,HmiyD2TTLFNqkNe,28.632191866666663,52.5477356,0.670675372,10,0,15,4,5,136,0.49999999999999994,-0.8660254037844387,1
4136001,2,2020-05-15 10:15:00,17465.253333333334,17041.513333333332,50936.0,14189645991.0,22,7,0.3181818181818182,iq8k7ZNt4Mwm3w0,32.43747986206897,47.143508275862075,0.8748338506896551,10,15,15,4,5,136,0.4422886902190017,-0.8968727415326881,1
4135001,1,2020-05-15 10:15:00,158716.553571,15531.95,32973.535714,150794597.286,22,0,0.0,HmiyD2TTLFNqkNe,28.768912733333337,47.633738,0.5722834766666666,10,15,15,4,5,136,0.4422886902190017,-0.8968727415326881,1
4136001,2,2020-05-15 10:30:00,18074.0,17622.486666666668,55344.13333333333,14189650399.133335,22,7,0.3181818181818182,iq8k7ZNt4Mwm3w0,33.07413526666666,48.6802898,0.9080560733333332,10,30,15,4,5,136,0.3826834323650899,-0.9238795325112867,1
4135001,1,2020-05-15 10:30:00,129103.635715,12648.5917859,36823.174999,150798462.376,22,0,0.0,HmiyD2TTLFNqkNe,29.35144260000001,49.249723266666656,0.4551483833333333,10,30,15,4,5,136,0.3826834323650899,-0.9238795325112867,1
4135001,1,2020-05-15 10:45:00,113123.142857,11091.6289285,39799.292857,150801431.322,22,0,0.0,HmiyD2TTLFNqkNe,28.854707866666665,44.048325600000005,0.3619616539999999,10,45,15,4,5,136,0.32143946530316175,-0.9469301294951056,1
4136001,2,2020-05-15 10:45:00,18684.176666666666,18217.238095238095,59787.461904761905,14189654842.461906,22,7,0.3181818181818182,iq8k7ZNt4Mwm3w0,33.19247010344828,50.249560172413794,0.943352708275862,10,45,15,4,5,136,0.32143946530316175,-0.9469301294951056,1
4135001,1,2020-05-15 11:00:00,193768.035707,18936.5592845,43389.953574,150805036.384,22,0,0.0,HmiyD2TTLFNqkNe,29.410819333333336,47.68545339999999,0.6365608813333332,11,0,15,4,5,136,0.258819045102521,-0.9659258262890682,1
4136001,2,2020-05-15 11:00:00,17977.836666666666,17528.37714285714,64233.090476190475,14189659288.090477,22,7,0.3181818181818182,iq8k7ZNt4Mwm3w0,33.46205666666668,51.61099133333334,0.9579001053333333,11,0,15,4,5,136,0.258819045102521,-0.9659258262890682,1
4136001,2,2020-05-15 11:15:00,17757.35523809524,17313.777619047618,68564.28095238096,14189663619.280952,22,8,0.36363636363636365,iq8k7ZNt4Mwm3w0,34.2517951724138,54.89430189655173,0.9704477541379308,11,15,15,4,5,136,0.19509032201612816,-0.9807852804032304,1
4135001,1,2020-05-15 11:15:00,160301.22619000002,15683.7136904,47752.761904,150809377.262,22,0,0.0,HmiyD2TTLFNqkNe,30.21606228571428,50.006988571428565,0.5857872135714286,11,15,15,4,5,136,0.19509032201612816,-0.9807852804032304,1
4135001,1,2020-05-15 11:30:00,155409.160714,15207.2839286,51726.053571,150813370.997,22,0,0.0,HmiyD2TTLFNqkNe,30.2870728,49.8413636,0.5570693833333333,11,30,15,4,5,136,0.130526192220052,-0.9914448613738104,1
4136001,2,2020-05-15 11:30:00,18009.66,17559.64,72832.26666666666,14108649304.866667,22,8,0.36363636363636365,iq8k7ZNt4Mwm3w0,34.651454666666666,56.08395293333334,0.987932009,11,30,15,4,5,136,0.130526192220052,-0.9914448613738104,1
4136001,2,2020-05-15 11:45:00,17059.7,16633.173333333332,77331.46666666667,14189672386.466667,22,8,0.36363636363636365,iq8k7ZNt4Mwm3w0,35.15152596551724,55.593795275862064,0.9533445175862068,11,45,15,4,5,136,0.06540312923014312,-0.9978589232386035,1
4135001,1,2020-05-15 11:45:00,167668.196427,16401.5892857,55271.107142,150816922.929,22,0,0.0,HmiyD2TTLFNqkNe,30.811049333333333,47.8363832,0.4679868693333333,11,45,15,4,5,136,0.06540312923014312,-0.9978589232386035,1
4135001,1,2020-05-15 12:00:00,155821.696428,15250.8083332,59620.946429,150821261.613,22,0,0.0,HmiyD2TTLFNqkNe,31.305375066666663,49.183583533333326,0.5149625866666667,12,0,15,4,5,136,1.2246467991473532e-16,-1.0,1
4136001,2,2020-05-15 12:00:00,16969.051904761905,16544.794761904763,81366.71904761904,14189676421.719048,22,8,0.36363636363636365,iq8k7ZNt4Mwm3w0,35.16610503333333,57.4882405,0.9469201943333332,12,0,15,4,5,136,1.2246467991473532e-16,-1.0,1
4136001,2,2020-05-15 12:15:00,18008.725714285712,17558.46476190476,85608.61904761904,14189680663.619047,22,8,0.36363636363636365,iq8k7ZNt4Mwm3w0,36.37757096551724,57.58858162068966,0.977187623448276,12,15,15,4,5,136,-0.06540312923014287,-0.9978589232386035,1
4135001,1,2020-05-15 12:15:00,209569.398819,20477.0178565,63932.303572,150825592.232,22,0,0.0,HmiyD2TTLFNqkNe,31.50729773333333,49.84449266666666,0.7878660286666666,12,15,15,4,5,136,-0.06540312923014287,-0.9978589232386035,1
4136001,2,2020-05-15 12:30:00,17661.64857142857,17220.08619047619,89946.31904761904,14189685001.319048,22,8,0.36363636363636365,iq8k7ZNt4Mwm3w0,35.96635756666666,58.8881528,0.9562375366666666,12,30,15,4,5,136,-0.13052619222005177,-0.9914448613738104,1
4135001,1,2020-05-15 12:30:00,197884.50001,19341.707142,69163.071429,150830784.904,22,0,0.0,HmiyD2TTLFNqkNe,32.147684733333335,52.35325513333333,0.6492476293333334,12,30,15,4,5,136,-0.13052619222005177,-0.9914448613738104,1
4136001,2,2020-05-15 12:45:00,17586.326666666668,17147.06,94303.73333333332,14189689358.733334,22,6,0.2727272727272727,iq8k7ZNt4Mwm3w0,35.992946499999995,57.72948603333334,0.9790904166666669,12,45,15,4,5,136,-0.19509032201612792,-0.9807852804032305,1
4135001,1,2020-05-15 12:45:00,209419.238093,20470.8976196,73879.196429,150835514.625,22,0,0.0,HmiyD2TTLFNqkNe,32.39142040000001,50.631239933333326,0.761243312,12,45,15,4,5,136,-0.19509032201612792,-0.9807852804032305,1
4135001,1,2020-05-15 13:00:00,129842.357143,12721.8767857,77961.321428,150839593.251,22,0,0.0,HmiyD2TTLFNqkNe,32.622796071428574,49.610767714285714,0.4160351014285714,13,0,15,4,5,136,-0.2588190451025208,-0.9659258262890683,1
4136001,2,2020-05-15 13:00:00,17838.133333333335,17397.133333333335,98452.2,14181629233.333332,22,6,0.2727272727272727,iq8k7ZNt4Mwm3w0,36.45858144827585,60.389376793103445,0.9264382120689656,13,0,15,4,5,136,-0.2588190451025208,-0.9659258262890683,1
4136001,2,2020-05-15 13:15:00,17768.745714285713,17331.82238095238,102696.79047619048,14189698058.457144,22,7,0.3181818181818182,iq8k7ZNt4Mwm3w0,36.93956406666666,56.85950403333334,0.904246814,13,15,15,4,5,136,-0.32143946530316153,-0.9469301294951057,1
4135001,1,2020-05-15 13:15:00,149740.553574,14665.9857143,81491.803572,150843141.827,22,0,0.0,HmiyD2TTLFNqkNe,32.49706446666666,47.01116133333333,0.489243946,13,15,15,4,5,136,-0.32143946530316153,-0.9469301294951057,1
4136001,2,2020-05-15 13:30:00,18686.08761904762,18226.817142857144,107390.35714285714,14189702445.357143,22,6,0.2727272727272727,iq8k7ZNt4Mwm3w0,36.89079344827587,57.14867327586207,0.8954739062068966,13,30,15,4,5,136,-0.38268343236508967,-0.9238795325112868,1
