PLANT_ID,PLANT_NO,DATE_TIME,AC_POWER_TOTAL,DC_POWER_TOTAL,DAILY_YIELD_TOTAL,TOTAL_YIELD_TOTAL,ACTIVE_SOURCE_COUNT,WEATHER_SENSOR_KEY,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,HOUR,MINUTE,DAYOFWEEK,DAYOFYEAR,MONTH,HOUR_SIN,HOUR_COS,IS_DAYLIGHT
4136001,2,2020-05-15 03:00:00,0.0,0.0,18976.0,14189595055.0,22,iq8k7ZNt4Mwm3w0,26.328249103448275,24.50628962068966,0.0,3,0,4,136,5,0.7071067811865476,0.7071067811865476,0
4136001,2,2020-05-15 03:15:00,0.0,0.0,18976.0,14189595055.0,22,iq8k7ZNt4Mwm3w0,26.15870973333333,24.595197433333333,0.0,3,15,4,136,5,0.7518398074789774,0.6593458151000688,0
4136001,2,2020-05-15 03:30:00,0.0,0.0,18976.0,14189595055.0,22,iq8k7ZNt4Mwm3w0,26.078499333333333,24.801314366666663,0.0,3,30,4,136,5,0.7933533402912352,0.6087614290087207,0
4136001,2,2020-05-15 03:45:00,0.0,0.0,18609.666666666668,14189595055.0,22,iq8k7ZNt4Mwm3w0,26.00130396551724,24.60781744827586,0.0,3,45,4,136,5,0.8314696123025451,0.5555702330196024,0
4136001,2,2020-05-15 04:00:00,0.0,0.0,13481.0,14189595055.0,22,iq8k7ZNt4Mwm3w0,25.6972106,24.626179,0.0,4,0,4,136,5,0.8660254037844386,0.5000000000000001,0
4136001,2,2020-05-15 04:15:00,0.0,0.0,13481.0,14189595055.0,22,iq8k7ZNt4Mwm3w0,25.6277024137931,24.773145068965515,0.0,4,15,4,136,5,0.8968727415326884,0.44228869021900125,0
4136001,2,2020-05-15 04:30:00,0.0,0.0,13481.0,14189595055.0,22,iq8k7ZNt4Mwm3w0,25.482045785714284,24.796690750000003,0.0,4,30,4,136,5,0.9238795325112867,0.38268343236508984,0
4136001,2,2020-05-15 04:45:00,0.0,0.0,13481.0,14189595055.0,22,iq8k7ZNt4Mwm3w0,25.23093168965517,24.43690427586207,0.0,4,45,4,136,5,0.9469301294951056,0.3214394653031617,0
4136001,2,2020-05-15 05:00:00,0.0,0.0,13481.0,14189595055.0,22,iq8k7ZNt4Mwm3w0,25.1175986,24.104579633333337,0.0,5,0,4,136,5,0.9659258262890683,0.25881904510252074,0
4136001,2,2020-05-15 05:15:00,0.0,0.0,13481.0,14028885659.357143,22,iq8k7ZNt4Mwm3w0,25.0918621,23.897232,0.0,5,15,4,136,5,0.9807852804032304,0.19509032201612833,0
4136001,2,2020-05-15 05:30:00,0.0,0.0,942.3809523809523,14189595055.0,22,iq8k7ZNt4Mwm3w0,24.916967827586213,23.83947131034483,0.0,5,30,4,136,5,0.9914448613738104,0.1305261922200517,0
4136001,2,2020-05-15 05:45:00,0.0,0.0,0.0,14189595055.0,22,iq8k7ZNt4Mwm3w0,24.741273799999995,23.7866618,0.002838054505,5,45,4,136,5,0.9978589232386035,0.06540312923014327,0
4136001,2,2020-05-15 06:00:00,320.43333333333334,331.99333333333334,25.933333333333334,14189595080.933332,22,iq8k7ZNt4Mwm3w0,24.74278656666667,24.07722983333333,0.0129619781466666,6,0,4,136,5,1.0,6.123233995736766e-17,1
4136001,2,2020-05-15 06:15:00,566.977619047619,587.1795238095239,141.64285714285714,14189595196.642859,22,iq8k7ZNt4Mwm3w0,24.76391089655172,24.356189448275863,0.0210376687241379,6,15,4,136,5,0.9978589232386035,-0.06540312923014314,1
4136001,2,2020-05-15 06:30:00,1243.5561904761905,1284.2057142857143,345.12857142857143,14189595400.12857,22,iq8k7ZNt4Mwm3w0,24.7863229,24.548886100000004,0.042435399,6,30,4,136,5,0.9914448613738104,-0.1305261922200516,1
4136001,2,2020-05-15 06:45:00,3373.6585714285716,3450.8971428571426,873.7619047619048,14189595928.761906,22,iq8k7ZNt4Mwm3w0,25.04824510344827,25.746662,0.1034958783448276,6,45,4,136,5,0.9807852804032304,-0.1950903220161282,1
4136001,2,2020-05-15 07:00:00,6614.38,6733.253333333333,2133.733333333333,14189597188.733334,22,iq8k7ZNt4Mwm3w0,25.6732025,28.67470703333333,0.1994504836666666,7,0,4,136,5,0.9659258262890683,-0.25881904510252063,1
4136001,2,2020-05-15 07:15:00,8234.446666666667,8379.64,4015.2,14189599070.199999,22,iq8k7ZNt4Mwm3w0,26.076818,30.72550493103449,0.317665025862069,7,15,4,136,5,0.9469301294951057,-0.3214394653031616,1
4136001,2,2020-05-15 07:30:00,9919.995238095238,10109.33238095238,6287.171428571429,14189601342.171429,22,iq8k7ZNt4Mwm3w0,26.424239066666665,32.206803566666665,0.3829133633333333,7,30,4,136,5,0.9238795325112868,-0.3826834323650895,1
4136001,2,2020-05-15 07:45:00,11813.325714285715,12052.23142857143,9009.366666666667,14189604064.366669,22,iq8k7ZNt4Mwm3w0,27.12028751724138,34.59156220689654,0.4482866631034482,7,45,4,136,5,0.8968727415326884,-0.44228869021900113,1
4136001,2,2020-05-15 08:00:00,12132.810476190476,12379.565238095238,11932.72380952381,14189606987.72381,22,iq8k7ZNt4Mwm3w0,27.678970266666667,35.705856366666666,0.4550275753333332,8,0,4,136,5,0.8660254037844387,-0.4999999999999998,1
4136001,2,2020-05-15 08:15:00,13784.546666666667,14071.28,15115.866666666667,14095471296.266666,22,iq8k7ZNt4Mwm3w0,27.953492333333333,36.78689773333334,0.509315263,8,15,4,136,5,0.8314696123025451,-0.5555702330196023,1
4136001,2,2020-05-15 08:30:00,15718.433333333332,16053.013333333332,18834.13333333333,14182503447.733334,22,iq8k7ZNt4Mwm3w0,28.526214655172414,38.617749482758605,0.5709116793103447,8,30,4,136,5,0.7933533402912352,-0.6087614290087207,1
4136001,2,2020-05-15 08:45:00,17399.511428571426,17777.12857142857,23057.97619047619,14189618112.97619,22,iq8k7ZNt4Mwm3w0,29.319021466666655,40.738035900000014,0.6253999813333333,8,45,4,136,5,0.7518398074789774,-0.6593458151000688,1
4136001,2,2020-05-15 09:00:00,18295.993333333332,18697.333333333332,27479.066666666666,14189622534.066668,22,iq8k7ZNt4Mwm3w0,29.572043620689648,41.47150403448277,0.6542055951724136,9,0,4,136,5,0.7071067811865476,-0.7071067811865475,1
4136001,2,2020-05-15 09:15:00,19754.621904761905,20195.25380952381,32279.542857142857,14189627334.542858,22,iq8k7ZNt4Mwm3w0,30.09140723333333,43.4653736,0.7024373413333334,9,15,4,136,5,0.659345815100069,-0.7518398074789773,1
4136001,2,2020-05-15 09:30:00,19552.76761904762,19997.386666666665,37236.34285714286,14189632291.342857,22,iq8k7ZNt4Mwm3w0,30.638658379310343,44.1451964137931,0.7566826427586206,9,30,4,136,5,0.6087614290087209,-0.793353340291235,1
4136001,2,2020-05-15 09:45:00,18627.731904761906,19059.164285714287,41758.799999999996,14189612533.585714,22,iq8k7ZNt4Mwm3w0,31.375120033333328,45.71952399999999,0.799745994,9,45,4,136,5,0.5555702330196025,-0.831469612302545,1
4136001,2,2020-05-15 10:00:00,18142.809523809523,18570.720476190476,46538.72857142857,14189641593.72857,22,iq8k7ZNt4Mwm3w0,31.89209383333333,46.13117390000001,0.828095938,10,0,4,136,5,0.49999999999999994,-0.8660254037844387,1
4136001,2,2020-05-15 10:15:00,17041.513333333332,17465.253333333334,50936.0,14189645991.0,22,iq8k7ZNt4Mwm3w0,32.43747986206897,47.143508275862075,0.8748338506896551,10,15,4,136,5,0.4422886902190017,-0.8968727415326881,1
4136001,2,2020-05-15 10:30:00,17622.486666666668,18074.0,55344.13333333333,14189650399.133335,22,iq8k7ZNt4Mwm3w0,33.07413526666666,48.6802898,0.9080560733333332,10,30,4,136,5,0.3826834323650899,-0.9238795325112867,1
4136001,2,2020-05-15 10:45:00,18217.238095238095,18684.176666666666,59787.461904761905,14189654842.461906,22,iq8k7ZNt4Mwm3w0,33.19247010344828,50.249560172413794,0.943352708275862,10,45,4,136,5,0.32143946530316175,-0.9469301294951056,1
4136001,2,2020-05-15 11:00:00,17528.37714285714,17977.836666666666,64233.090476190475,14189659288.090477,22,iq8k7ZNt4Mwm3w0,33.46205666666668,51.61099133333334,0.9579001053333333,11,0,4,136,5,0.258819045102521,-0.9659258262890682,1
4136001,2,2020-05-15 11:15:00,17313.777619047618,17757.35523809524,68564.28095238096,14189663619.280952,22,iq8k7ZNt4Mwm3w0,34.2517951724138,54.89430189655173,0.9704477541379308,11,15,4,136,5,0.19509032201612816,-0.9807852804032304,1
4136001,2,2020-05-15 11:30:00,17559.64,18009.66,72832.26666666666,14108649304.866667,22,iq8k7ZNt4Mwm3w0,34.651454666666666,56.08395293333334,0.987932009,11,30,4,136,5,0.130526192220052,-0.9914448613738104,1
4136001,2,2020-05-15 11:45:00,16633.173333333332,17059.7,77331.46666666667,14189672386.466667,22,iq8k7ZNt4Mwm3w0,35.15152596551724,55.593795275862064,0.9533445175862068,11,45,4,136,5,0.06540312923014312,-0.9978589232386035,1
4136001,2,2020-05-15 12:00:00,16544.794761904763,16969.051904761905,81366.71904761904,14189676421.719048,22,iq8k7ZNt4Mwm3w0,35.16610503333333,57.4882405,0.9469201943333332,12,0,4,136,5,1.2246467991473532e-16,-1.0,1
4136001,2,2020-05-15 12:15:00,17558.46476190476,18008.725714285712,85608.61904761904,14189680663.619047,22,iq8k7ZNt4Mwm3w0,36.37757096551724,57.58858162068966,0.977187623448276,12,15,4,136,5,-0.06540312923014287,-0.9978589232386035,1
4136001,2,2020-05-15 12:30:00,17220.08619047619,17661.64857142857,89946.31904761904,14189685001.319048,22,iq8k7ZNt4Mwm3w0,35.96635756666666,58.8881528,0.9562375366666666,12,30,4,136,5,-0.13052619222005177,-0.9914448613738104,1
4136001,2,2020-05-15 12:45:00,17147.06,17586.326666666668,94303.73333333332,14189689358.733334,22,iq8k7ZNt4Mwm3w0,35.992946499999995,57.72948603333334,0.9790904166666669,12,45,4,136,5,-0.19509032201612792,-0.9807852804032305,1
4136001,2,2020-05-15 13:00:00,17397.133333333335,17838.133333333335,98452.2,14181629233.333332,22,iq8k7ZNt4Mwm3w0,36.45858144827585,60.389376793103445,0.9264382120689656,13,0,4,136,5,-0.2588190451025208,-0.9659258262890683,1
4136001,2,2020-05-15 13:15:00,17331.82238095238,17768.745714285713,102696.79047619048,14189698058.457144,22,iq8k7ZNt4Mwm3w0,36.93956406666666,56.85950403333334,0.904246814,13,15,4,136,5,-0.32143946530316153,-0.9469301294951057,1
4136001,2,2020-05-15 13:30:00,18226.817142857144,18686.08761904762,107390.35714285714,14189702445.357143,22,iq8k7ZNt4Mwm3w0,36.89079344827587,57.14867327586207,0.8954739062068966,13,30,4,136,5,-0.38268343236508967,-0.9238795325112868,1
4136001,2,2020-05-15 13:45:00,17310.55904761905,17746.318571428572,111780.09523809524,14189706835.095238,22,iq8k7ZNt4Mwm3w0,36.614378066666674,52.980611200000006,0.8660270623333334,13,45,4,136,5,-0.44228869021900147,-0.8968727415326883,1
4136001,2,2020-05-15 14:00:00,17806.1,18242.933333333334,116177.46666666667,14189711232.466665,22,iq8k7ZNt4Mwm3w0,36.84276606896551,54.810004896551725,0.8379443868965518,14,0,4,136,5,-0.4999999999999997,-0.8660254037844388,1
4136001,2,2020-05-15 14:15:00,18327.02,18774.32,120732.4,14189715787.4,22,iq8k7ZNt4Mwm3w0,37.3528292,53.53894659999999,0.8261285799999998,14,15,4,136,5,-0.555570233019602,-0.8314696123025455,1
4136001,2,2020-05-15 14:30:00,16642.04095238095,17019.533809523808,125301.52857142857,14189720356.528572,22,iq8k7ZNt4Mwm3w0,37.268465866666666,51.3589315,0.6810660216666665,14,30,4,136,5,-0.6087614290087207,-0.7933533402912352,1
4136001,2,2020-05-15 14:45:00,17867.47238095238,18272.444285714286,129353.90952380952,14189724408.909523,22,iq8k7ZNt4Mwm3w0,37.21659834482757,49.36587620689655,0.68664654,14,45,4,136,5,-0.6593458151000688,-0.7518398074789774,1
4136001,2,2020-05-15 15:00:00,19638.640476190474,20077.719523809523,134048.6476190476,14189729103.64762,22,iq8k7ZNt4Mwm3w0,37.115580266666655,50.190043166666655,0.6538071269999998,15,0,4,136,5,-0.7071067811865471,-0.7071067811865479,1
4136001,2,2020-05-15 15:15:00,18720.18,19133.233333333334,138921.06666666665,14189733976.066668,22,iq8k7ZNt4Mwm3w0,37.08661827586207,48.28441227586208,0.6051379079310345,15,15,4,136,5,-0.7518398074789773,-0.6593458151000691,1
4136001,2,2020-05-15 15:30:00,13755.333333333334,14042.306666666667,143026.13333333333,14189738081.133335,22,iq8k7ZNt4Mwm3w0,36.626162833333325,45.371701266666655,0.4486365886666666,15,30,4,136,5,-0.7933533402912349,-0.6087614290087209,1
4136001,2,2020-05-15 15:45:00,15524.318571428572,15855.710000000001,146637.6380952381,14189741692.638096,22,iq8k7ZNt4Mwm3w0,36.75573503333335,44.97519003333333,0.5056144153333334,15,45,4,136,5,-0.8314696123025452,-0.5555702330196022,1
4136001,2,2020-05-15 16:00:00,13895.899047619047,14186.605714285713,150335.12380952382,14189745390.12381,22,iq8k7ZNt4Mwm3w0,36.754657551724144,45.037737517241375,0.4504635889655172,16,0,4,136,5,-0.8660254037844385,-0.5000000000000004,1
4136001,2,2020-05-15 16:15:00,10206.89380952381,10408.01857142857,153348.16666666666,14189748403.166666,22,iq8k7ZNt4Mwm3w0,36.599552466666665,41.94711026666667,0.3271433133333333,16,15,4,136,5,-0.8968727415326883,-0.44228869021900136,1
4136001,2,2020-05-15 16:30:00,9140.826666666666,9310.133333333333,155705.7333333333,14189750760.733334,22,iq8k7ZNt4Mwm3w0,36.25738223333334,40.564846766666655,0.2918783699999999,16,30,4,136,5,-0.9238795325112868,-0.3826834323650895,1
4136001,2,2020-05-15 16:45:00,9553.453333333333,9733.8,158153.26666666666,14189753208.266665,22,iq8k7ZNt4Mwm3w0,36.28795296551724,40.679581068965526,0.3002540158620689,16,45,4,136,5,-0.9469301294951056,-0.3214394653031618,1
4136001,2,2020-05-15 17:00:00,6274.262380952381,6389.254285714286,160163.70952380952,14189755218.709524,22,iq8k7ZNt4Mwm3w0,36.00283696666666,39.219846633333326,0.203801124,17,0,4,136,5,-0.9659258262890683,-0.25881904510252063,1
4136001,2,2020-05-15 17:15:00,4184.69619047619,4269.249523809523,161404.39047619049,14189756459.390476,22,iq8k7ZNt4Mwm3w0,35.6273375862069,37.1342668275862,0.1339985576206896,17,15,4,136,5,-0.9807852804032303,-0.19509032201612866,1
4136001,2,2020-05-15 17:30:00,2033.4999999999998,2091.0466666666666,162237.20952380952,14189757292.209524,22,iq8k7ZNt4Mwm3w0,35.20957449999999,35.67895299999999,0.0668117974,17,30,4,136,5,-0.9914448613738104,-0.13052619222005163,1
4136001,2,2020-05-15 17:45:00,819.44,847.7733333333333,162551.3333333333,14189757606.333334,22,iq8k7ZNt4Mwm3w0,34.73165155172415,34.005620655172415,0.0281551489655172,17,45,4,136,5,-0.9978589232386035,-0.06540312923014273,1
4136001,2,2020-05-15 18:00:00,526.5133333333333,545.24,162719.2,14189757774.2,22,iq8k7ZNt4Mwm3w0,34.36776166666667,33.148010066666664,0.0178952295833333,18,0,4,136,5,-1.0,-1.8369701987210297e-16,1
4136001,2,2020-05-15 18:15:00,322.3,333.97809523809525,162827.1,14189757882.099998,22,iq8k7ZNt4Mwm3w0,33.98528399999999,32.47362655172414,0.010471804437931,18,15,4,136,5,-0.9978589232386036,0.06540312923014237,1
4136001,2,2020-05-15 18:30:00,49.902857142857144,51.731904761904765,162874.9714285714,14189757929.97143,22,iq8k7ZNt4Mwm3w0,33.545849633333326,31.703619466666662,0.0026849175524666,18,30,4,136,5,-0.9914448613738105,0.13052619222005127,1
4136001,2,2020-05-15 18:45:00,0.0,0.0,162876.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,33.09357417241378,31.061414,0.0,18,45,4,136,5,-0.9807852804032304,0.1950903220161283,1
4136001,2,2020-05-15 19:00:00,0.0,0.0,162876.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,32.57998866666667,30.368819166666665,0.0,19,0,4,136,5,-0.9659258262890684,0.2588190451025203,0
4136001,2,2020-05-15 19:15:00,0.0,0.0,162876.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,32.106470551724136,29.570269413793103,0.0,19,15,4,136,5,-0.9469301294951057,0.3214394653031615,0
4136001,2,2020-05-15 19:30:00,0.0,0.0,162876.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,31.78520906666667,29.3748617,0.0,19,30,4,136,5,-0.923879532511287,0.38268343236508917,0
4136001,2,2020-05-15 19:45:00,0.0,0.0,162876.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,31.505344758620687,28.926431620689655,0.0,19,45,4,136,5,-0.8968727415326884,0.442288690219001,0
4136001,2,2020-05-15 20:00:00,0.0,0.0,162876.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,31.4473155,28.39059036666666,0.0,20,0,4,136,5,-0.8660254037844386,0.5000000000000001,0
4136001,2,2020-05-15 20:15:00,0.0,0.0,162312.13333333333,14070093458.2,22,iq8k7ZNt4Mwm3w0,30.79767863333333,27.45114633333333,0.0,20,15,4,136,5,-0.8314696123025455,0.5555702330196018,0
4136001,2,2020-05-15 20:30:00,0.0,0.0,162876.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,30.55072879310345,27.475042827586208,0.0,20,30,4,136,5,-0.7933533402912357,0.6087614290087199,0
4136001,2,2020-05-15 20:45:00,0.0,0.0,162876.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,31.04741058620689,29.370689551724137,0.0001204262175862,20,45,4,136,5,-0.7518398074789772,0.6593458151000691,0
4136001,2,2020-05-15 21:00:00,0.0,0.0,162876.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,30.0076782,29.1692108,0.0,21,0,4,136,5,-0.7071067811865477,0.7071067811865474,0
4136001,2,2020-05-15 21:15:00,0.0,0.0,162199.92857142858,14182138924.857143,22,iq8k7ZNt4Mwm3w0,28.979583733333328,28.141885233333333,0.0,21,15,4,136,5,-0.6593458151000687,0.7518398074789775,0
4136001,2,2020-05-15 21:30:00,0.0,0.0,162876.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,28.4271094137931,27.413927793103444,0.0,21,30,4,136,5,-0.608761429008721,0.7933533402912349,0
4136001,2,2020-05-15 21:45:00,0.0,0.0,162876.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,28.300552466666662,27.0304251,0.0,21,45,4,136,5,-0.555570233019603,0.8314696123025447,0
4136001,2,2020-05-15 22:00:00,0.0,0.0,162876.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,28.32985817241379,26.92777213793104,0.0,22,0,4,136,5,-0.5000000000000004,0.8660254037844384,0
4136001,2,2020-05-15 22:15:00,0.0,0.0,162876.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,28.324165,26.87666233333333,0.0,22,15,4,136,5,-0.4422886902190014,0.8968727415326883,0
4136001,2,2020-05-15 22:30:00,0.0,0.0,162876.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,28.22888173333333,26.848583,0.0,22,30,4,136,5,-0.38268343236508956,0.9238795325112868,0
4136001,2,2020-05-15 22:45:00,0.0,0.0,162402.93333333335,14079093121.2,22,iq8k7ZNt4Mwm3w0,28.145526758620687,26.78983489655172,0.0,22,45,4,136,5,-0.32143946530316186,0.9469301294951056,0
4136001,2,2020-05-15 23:00:00,0.0,0.0,162876.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,27.70949446428571,26.52979492857143,0.0,23,0,4,136,5,-0.25881904510252157,0.9659258262890681,0
4136001,2,2020-05-15 23:30:00,0.0,0.0,162876.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,26.95176844444444,25.081197222222222,0.0,23,30,4,136,5,-0.13052619222005168,0.9914448613738104,0
4136001,2,2020-05-15 23:45:00,0.0,0.0,149506.4,14189757931.0,22,iq8k7ZNt4Mwm3w0,26.75583189655173,24.81448375862069,0.0,23,45,4,136,5,-0.0654031292301428,0.9978589232386035,0
4136001,2,2020-05-16 00:00:00,0.0,0.0,51525.26666666666,14189757931.0,22,iq8k7ZNt4Mwm3w0,26.52780646666667,24.43326406666667,0.0,0,0,5,137,5,0.0,1.0,0
4136001,2,2020-05-16 00:15:00,0.0,0.0,27001.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,26.687312620689656,24.52914206896552,0.0,0,15,5,137,5,0.06540312923014306,0.9978589232386035,0
4136001,2,2020-05-16 00:30:00,0.0,0.0,27001.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,26.633027833333333,24.68845123333333,0.0,0,30,5,137,5,0.13052619222005157,0.9914448613738104,0
4136001,2,2020-05-16 00:45:00,0.0,0.0,27001.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,26.676575733333333,24.88044036666667,0.0,0,45,5,137,5,0.19509032201612825,0.9807852804032304,0
4136001,2,2020-05-16 01:00:00,0.0,0.0,26160.8,14189757931.0,22,iq8k7ZNt4Mwm3w0,26.44045593103448,24.55380875862069,0.0,1,0,5,137,5,0.25881904510252074,0.9659258262890683,0
4136001,2,2020-05-16 01:15:00,0.0,0.0,22800.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,26.193042,24.11722213333333,0.0,1,15,5,137,5,0.3214394653031616,0.9469301294951057,0
4136001,2,2020-05-16 01:30:00,0.0,0.0,22800.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,26.00338010344827,23.934892206896556,0.0,1,30,5,137,5,0.3826834323650898,0.9238795325112867,0
4136001,2,2020-05-16 01:45:00,0.0,0.0,22800.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,25.95458273333333,23.974197333333336,0.0,1,45,5,137,5,0.44228869021900125,0.8968727415326884,0
4136001,2,2020-05-16 02:00:00,0.0,0.0,22800.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,25.73270810344827,23.781227931034483,0.0,2,0,5,137,5,0.49999999999999994,0.8660254037844387,0
4136001,2,2020-05-16 02:15:00,0.0,0.0,22800.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,25.415572900000004,23.332380266666668,0.0,2,15,5,137,5,0.5555702330196022,0.8314696123025452,0
4136001,2,2020-05-16 02:30:00,0.0,0.0,22800.0,14182323126.6,22,iq8k7ZNt4Mwm3w0,25.19277224137931,22.96086503448276,0.0,2,30,5,137,5,0.6087614290087207,0.7933533402912352,0
4136001,2,2020-05-16 02:45:00,0.0,0.0,22800.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,24.890646333333336,22.694644266666664,0.0,2,45,5,137,5,0.6593458151000688,0.7518398074789774,0
4136001,2,2020-05-16 03:00:00,0.0,0.0,22800.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,24.73890786666667,22.36363426666667,0.0,3,0,5,137,5,0.7071067811865476,0.7071067811865476,0
4136001,2,2020-05-16 03:15:00,0.0,0.0,22800.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,24.387892137931036,22.108074344827585,0.0,3,15,5,137,5,0.7518398074789774,0.6593458151000688,0
4136001,2,2020-05-16 03:30:00,0.0,0.0,22800.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,24.3363027,21.9420616,0.0,3,30,5,137,5,0.7933533402912352,0.6087614290087207,0
4136001,2,2020-05-16 03:45:00,0.0,0.0,22517.4,14189757931.0,22,iq8k7ZNt4Mwm3w0,24.443725379310344,21.88146162068965,0.0,3,45,5,137,5,0.8314696123025451,0.5555702330196024,0
4136001,2,2020-05-16 04:00:00,0.0,0.0,18561.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,24.145103033333328,21.844980999999997,0.0,4,0,5,137,5,0.8660254037844386,0.5000000000000001,0
4136001,2,2020-05-16 04:15:00,0.0,0.0,18561.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,23.826843103448272,21.786381275862077,0.0,4,15,5,137,5,0.8968727415326884,0.44228869021900125,0
4136001,2,2020-05-16 04:30:00,0.0,0.0,18561.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,23.926709899999995,21.9009552,0.0,4,30,5,137,5,0.9238795325112867,0.38268343236508984,0
4136001,2,2020-05-16 04:45:00,0.0,0.0,18561.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,23.850604333333333,21.746985866666662,0.0,4,45,5,137,5,0.9469301294951056,0.3214394653031617,0
4136001,2,2020-05-16 05:00:00,0.0,0.0,18561.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,23.555944965517245,21.469423448275865,0.0,5,0,5,137,5,0.9659258262890683,0.25881904510252074,0
4136001,2,2020-05-16 05:15:00,0.0,0.0,18561.0,14189757931.0,22,iq8k7ZNt4Mwm3w0,23.608172666666665,21.290091866666668,0.0,5,15,5,137,5,0.9807852804032304,0.19509032201612833,0
